# param-sweep per-variant results (fail-closed gate: bash parity/param-sweep-verify.sh <workDir>)
# corpus: 1900 variants, parity/programs/param-sweep/manifest.tsv (regeneration drift-checked inside the gate)
# authority: noisemaker@c9ee8a049b2b63cd300da67c01ee40baf29dc288 (v1.0.176), worktree checkout passed via NM_REFERENCE_ROOT
# oracle: node tools/export-graph.mjs — 1900/1900 ok
# candidate: C# live DSL compiler, dotnet 8 tools/graphdump — 1900/1900 ok (no Unity editor)
# diff: python3 parity/graph-diff.py — 1900 graph-clean, 0 FAIL, 0 missing, exit 0
filter__grade__preset__solarize	PASS
filter__grade__preset__sunset	PASS
filter__grade__preset__tealOrange	PASS
filter__grade__preset__technicolor	PASS
filter__grade__preset__underwater	PASS
filter__grade__preset__vintage	PASS
filter__grade__preset__warmFilm	PASS
filter__grade__alpha__mid	PASS
filter__grade__temperature__mid	PASS
filter__grade__tint__mid	PASS
filter__grade__exposure__mid	PASS
filter__grade__contrast__mid	PASS
filter__grade__highlights__mid	PASS
filter__grade__shadows__mid	PASS
filter__grade__whites__mid	PASS
filter__grade__blacks__mid	PASS
filter__grade__saturation__mid	PASS
filter__grade__vibrance__mid	PASS
filter__grade__fadedFilm__mid	PASS
filter__grade__splitToneBalance__mid	PASS
filter__grade__curveShadows__mid	PASS
filter__grade__curveMidtones__mid	PASS
filter__grade__curveHighlights__mid	PASS
filter__grade__wheelBalance__mid	PASS
filter__grade__hslEnable__mid	PASS
filter__grade__hslHueCenter__mid	PASS
filter__grade__hslHueRange__mid	PASS
